,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
44,Shot Chart Detail,0021800044,614,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,1,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-5,245,1,0,20181022,DAL,CHI
45,Shot Chart Detail,0021800044,644,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,0,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,8,-2,1,1,20181022,DAL,CHI
46,Shot Chart Detail,0021800052,35,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,9,58,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-67,247,1,1,20181024,ATL,DAL
47,Shot Chart Detail,0021800052,39,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,9,31,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-105,38,1,1,20181024,ATL,DAL
48,Shot Chart Detail,0021800052,71,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,9,3,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,71,75,1,0,20181024,ATL,DAL
49,Shot Chart Detail,0021800052,67,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,7,1,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,44,125,1,1,20181024,ATL,DAL
50,Shot Chart Detail,0021800052,83,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,6,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-123,224,1,1,20181024,ATL,DAL
51,Shot Chart Detail,0021800052,97,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,5,27,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-91,232,1,0,20181024,ATL,DAL
52,Shot Chart Detail,0021800052,118,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,4,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-111,229,1,0,20181024,ATL,DAL
53,Shot Chart Detail,0021800052,298,1629029,Luka Doncic,1610612742,Dallas Mavericks,2,4,53,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,14,-74,120,1,0,20181024,ATL,DAL
54,Shot Chart Detail,0021800052,415,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,11,33,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-38,142,1,1,20181024,ATL,DAL
55,Shot Chart Detail,0021800052,448,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,9,6,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-150,211,1,0,20181024,ATL,DAL
56,Shot Chart Detail,0021800052,452,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,8,30,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-3,20,1,0,20181024,ATL,DAL
57,Shot Chart Detail,0021800052,495,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,5,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,87,258,1,0,20181024,ATL,DAL
58,Shot Chart Detail,0021800052,514,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,5,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-164,206,1,0,20181024,ATL,DAL
59,Shot Chart Detail,0021800052,518,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,4,37,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,46,73,1,0,20181024,ATL,DAL
60,Shot Chart Detail,0021800052,601,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,11,27,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,222,4,1,0,20181024,ATL,DAL
61,Shot Chart Detail,0021800052,706,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,4,50,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-41,132,1,1,20181024,ATL,DAL
62,Shot Chart Detail,0021800052,784,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,0,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-143,227,1,0,20181024,ATL,DAL
63,Shot Chart Detail,0021800052,792,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,0,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,11,1,1,20181024,ATL,DAL
64,Shot Chart Detail,0021800069,28,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,9,45,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,177,194,1,0,20181026,TOR,DAL
65,Shot Chart Detail,0021800069,48,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,7,46,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-44,58,1,0,20181026,TOR,DAL
66,Shot Chart Detail,0021800069,67,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,6,43,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,-4,1,0,20181026,TOR,DAL
67,Shot Chart Detail,0021800069,81,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,5,40,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,13,-69,113,1,1,20181026,TOR,DAL
68,Shot Chart Detail,0021800069,225,1629029,Luka Doncic,1610612742,Dallas Mavericks,2,8,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,183,178,1,1,20181026,TOR,DAL
69,Shot Chart Detail,0021800069,300,1629029,Luka Doncic,1610612742,Dallas Mavericks,2,2,35,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,-6,1,1,20181026,TOR,DAL
70,Shot Chart Detail,0021800069,304,1629029,Luka Doncic,1610612742,Dallas Mavericks,2,2,3,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,16,143,1,0,20181026,TOR,DAL
71,Shot Chart Detail,0021800069,368,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,8,59,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-14,29,1,1,20181026,TOR,DAL
72,Shot Chart Detail,0021800069,395,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,6,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-196,184,1,1,20181026,TOR,DAL
73,Shot Chart Detail,0021800069,400,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,5,33,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,95,244,1,1,20181026,TOR,DAL
74,Shot Chart Detail,0021800069,437,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,3,18,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-115,251,1,0,20181026,TOR,DAL
75,Shot Chart Detail,0021800069,616,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,3,20,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,44,132,1,0,20181026,TOR,DAL
76,Shot Chart Detail,0021800069,626,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,2,57,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,15,1,0,20181026,TOR,DAL
77,Shot Chart Detail,0021800069,646,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,1,16,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,8,1,1,20181026,TOR,DAL
78,Shot Chart Detail,0021800084,24,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,10,5,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,10,1,1,20181028,DAL,UTA
79,Shot Chart Detail,0021800084,41,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,8,20,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,9,1,0,20181028,DAL,UTA
80,Shot Chart Detail,0021800084,117,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,3,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-156,194,1,0,20181028,DAL,UTA
81,Shot Chart Detail,0021800084,256,1629029,Luka Doncic,1610612742,Dallas Mavericks,2,4,49,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,81,240,1,1,20181028,DAL,UTA
82,Shot Chart Detail,0021800084,288,1629029,Luka Doncic,1610612742,Dallas Mavericks,2,1,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,230,94,1,1,20181028,DAL,UTA
83,Shot Chart Detail,0021800084,300,1629029,Luka Doncic,1610612742,Dallas Mavericks,2,0,25,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-38,9,1,0,20181028,DAL,UTA
84,Shot Chart Detail,0021800084,346,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,8,23,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,16,85,1,0,20181028,DAL,UTA
85,Shot Chart Detail,0021800084,377,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,5,38,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-23,264,1,0,20181028,DAL,UTA
86,Shot Chart Detail,0021800084,408,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,3,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-225,107,1,0,20181028,DAL,UTA
87,Shot Chart Detail,0021800084,547,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,8,18,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,10,1,1,20181028,DAL,UTA
88,Shot Chart Detail,0021800084,590,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,5,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,4,262,1,0,20181028,DAL,UTA
89,Shot Chart Detail,0021800084,603,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,4,21,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,5,1,1,20181028,DAL,UTA
90,Shot Chart Detail,0021800084,651,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,0,56,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,7,1,0,20181028,DAL,UTA
91,Shot Chart Detail,0021800094,34,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,8,11,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-13,92,1,1,20181029,SAS,DAL
92,Shot Chart Detail,0021800094,63,1629029,Luka Doncic,1610612742,Dallas Mavericks,1,5,49,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,54,120,1,1,20181029,SAS,DAL
93,Shot Chart Detail,0021800094,314,1629029,Luka Doncic,1610612742,Dallas Mavericks,2,1,29,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,120,231,1,1,20181029,SAS,DAL
94,Shot Chart Detail,0021800094,321,1629029,Luka Doncic,1610612742,Dallas Mavericks,2,0,32,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,34,9,1,0,20181029,SAS,DAL
95,Shot Chart Detail,0021800094,338,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,11,5,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,-8,1,1,20181029,SAS,DAL
96,Shot Chart Detail,0021800094,343,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,10,36,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-73,252,1,1,20181029,SAS,DAL
97,Shot Chart Detail,0021800094,363,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,8,25,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-3,65,1,0,20181029,SAS,DAL
98,Shot Chart Detail,0021800094,365,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,8,21,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20181029,SAS,DAL
99,Shot Chart Detail,0021800094,397,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,6,7,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-171,193,1,1,20181029,SAS,DAL
100,Shot Chart Detail,0021800094,407,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,5,4,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,6,1,0,20181029,SAS,DAL
101,Shot Chart Detail,0021800094,434,1629029,Luka Doncic,1610612742,Dallas Mavericks,3,3,28,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-119,7,1,1,20181029,SAS,DAL
102,Shot Chart Detail,0021800094,562,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,4,55,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-131,117,1,1,20181029,SAS,DAL
103,Shot Chart Detail,0021800094,572,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,3,54,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-6,64,1,0,20181029,SAS,DAL
104,Shot Chart Detail,0021800094,574,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,3,49,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20181029,SAS,DAL
105,Shot Chart Detail,0021800094,579,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,3,17,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-11,90,1,1,20181029,SAS,DAL
106,Shot Chart Detail,0021800094,605,1629029,Luka Doncic,1610612742,Dallas Mavericks,4,0,32,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,11,1,0,20181029,SAS,DAL
107,Shot Chart Detail,0021800094,639,1629029,Luka Doncic,1610612742,Dallas Mavericks,5,3,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,95,241,1,0,20181029,SAS,DAL
